ns,key,en,hu
ExerciseUserWidget,XPGainPerSecond,+{XP} {Stat}/second,+{XP} {Stat}/másodperc
ExtensionPlug,Description,An extension plug. Used to extend the range of wiring for electricity. You can wire things to and from this.,Egy hosszabbító. Az elektromos vezetékek hatótávjának meghosszabbítására. Innen és ide is vezetékezhetsz.
FacialFlexes,FacialFlex_Afraid,Afraid,Rémült
FacialFlexes,FacialFlex_Angry,Angry,Dühös
FacialFlexes,FacialFlex_Bereft,Bereft,Lesújtott
FacialFlexes,FacialFlex_Bored,Bored,Unatkozó
FacialFlexes,FacialFlex_Brow Whole Height,Brow Whole Height,Szemöldök teljes magasság
FacialFlexes,FacialFlex_Brow Whole Size,Brow Whole Size,Szemöldök teljes méret
FacialFlexes,FacialFlex_Brow Whole Width,Brow Whole Width,Szemöldök teljes szélesség
FacialFlexes,FacialFlex_Cheek Size,Cheek Size,Arc mérete
FacialFlexes,FacialFlex_Cheekbone Size,Cheekbone Size,Arccsont mérete
FacialFlexes,FacialFlex_Cheekbone Thin,Cheekbone Thin,Arccsont vékonysága
FacialFlexes,FacialFlex_Chin Cleft,Chin Cleft,Áll-gödröcske
FacialFlexes,FacialFlex_Chin Depth,Chin Depth,Áll mélysége
FacialFlexes,FacialFlex_Chin Height,Chin Height,Áll magassága
FacialFlexes,FacialFlex_Chin Width,Chin Width,Áll szélessége
FacialFlexes,FacialFlex_Concentrate,Concentrate,Összpontosítás
FacialFlexes,FacialFlex_Confident,Confident,Magabiztos
FacialFlexes,FacialFlex_Confused,Confused,Zavarodott
FacialFlexes,FacialFlex_Contempt,Contempt,Megvetés
FacialFlexes,FacialFlex_Desire,Desire,Vágy
FacialFlexes,FacialFlex_Disgust,Disgust,Undor
FacialFlexes,FacialFlex_Drunk,Drunk,Részeg
FacialFlexes,FacialFlex_Excitement,Excitement,Izgalom
FacialFlexes,FacialFlex_Eye Almond Inner,Eye Almond Inner,Szem mandulaforma belül
FacialFlexes,FacialFlex_Eye Almond Outer,Eye Almond Outer,Szem mandulaforma kívül
FacialFlexes,FacialFlex_Eye Angle Inner,Eye Angle Inner,Szem szöge belül
FacialFlexes,FacialFlex_Eye Angle Outer,Eye Angle Outer,Szem szöge kívül
FacialFlexes,FacialFlex_Eye Look Side-Side,Eye Look Side-Side,Szem oldalra nézése
FacialFlexes,FacialFlex_Eye Look Up-Down,Eye Look Up-Down,Szem fel-le nézése
FacialFlexes,FacialFlex_Eye Whole Angle,Eye Whole Angle,Szem teljes szöge
FacialFlexes,FacialFlex_Eye Whole Depth,Eye Whole Depth,Szem teljes mélysége
FacialFlexes,FacialFlex_Eye Whole Height,Eye Whole Height,Szem teljes magassága
FacialFlexes,FacialFlex_Eye Whole Size,Eye Whole Size,Szem teljes mérete
FacialFlexes,FacialFlex_Eye Whole Width,Eye Whole Width,Szem teljes szélessége
FacialFlexes,FacialFlex_Eyelid Angle Lower Outer,Eyelid Angle Lower Outer,Szemhéj szöge alul kívül
FacialFlexes,FacialFlex_Eyelid Angle Upper Outer,Eyelid Angle Upper Outer,Szemhéj szöge felül kívül
FacialFlexes,FacialFlex_Face Angle,Face Angle,Arc szöge
FacialFlexes,FacialFlex_Face Center Depth,Face Center Depth,Arc közép mélysége
FacialFlexes,FacialFlex_Face Depth,Face Depth,Arc mélysége
FacialFlexes,FacialFlex_Face Flat,Face Flat,Lapos arc
FacialFlexes,FacialFlex_Face Heart,Face Heart,Szív alakú arc
FacialFlexes,FacialFlex_Face Older,Face Older,Idősebb arc
FacialFlexes,FacialFlex_Face Round,Face Round,Kerek arc
FacialFlexes,FacialFlex_Face Size,Face Size,Arc mérete
FacialFlexes,FacialFlex_Face Square,Face Square,Szögletes arc
FacialFlexes,FacialFlex_Face Young,Face Young,Fiatalabb arc
FacialFlexes,FacialFlex_Fear,Fear,Félelem
FacialFlexes,FacialFlex_Fierce,Fierce,Vad
FacialFlexes,FacialFlex_Flirting,Flirting,Flörtölés
FacialFlexes,FacialFlex_Forehead Whole Flat,Forehead Whole Flat,Homlok teljes lapossága
FacialFlexes,FacialFlex_Forehead Whole Round,Forehead Whole Round,Homlok teljes kerekdedsége
FacialFlexes,FacialFlex_Forehead Whole Thin,Forehead Whole Thin,Homlok teljes vékonysága
FacialFlexes,FacialFlex_Forehead Whole Width,Forehead Whole Width,Homlok teljes szélessége
FacialFlexes,FacialFlex_Frown,Frown,Homlokráncolás
FacialFlexes,FacialFlex_Glare,Glare,Csillogás
FacialFlexes,FacialFlex_Happy,Happy,Boldog
FacialFlexes,FacialFlex_Ignore,Ignore,Mellőzés
FacialFlexes,FacialFlex_Ill,Ill,Beteg
FacialFlexes,FacialFlex_Incredulous,Incredulous,Hitetlenkedő
FacialFlexes,FacialFlex_Irritated,Irritated,Ingerült
FacialFlexes,FacialFlex_Jaw Whole Height,Jaw Whole Height,Állkapocs teljes magassága
FacialFlexes,FacialFlex_Jaw Whole Sharpen,Jaw Whole Sharpen,Állkapocs teljes élessége
FacialFlexes,FacialFlex_Jaw Whole Size,Jaw Whole Size,Állkapocs teljes mérete
FacialFlexes,FacialFlex_Jaw Whole Width,Jaw Whole Width,Állkapocs teljes szélessége
FacialFlexes,FacialFlex_Lip Depth Lower,Lip Depth Lower,Ajak mélysége (alsó)
FacialFlexes,FacialFlex_Lip Depth Upper,Lip Depth Upper,Ajak mélysége (felső)
FacialFlexes,FacialFlex_Lip Heart,Lip Heart,Szív alakú ajak
FacialFlexes,FacialFlex_Lip Size Lower,Lip Size Lower,Ajak mérete (alsó)
FacialFlexes,FacialFlex_Lip Size Upper,Lip Size Upper,Ajak mérete (felső)
FacialFlexes,FacialFlex_Lip Square,Lip Square,Szögletes ajak
FacialFlexes,FacialFlex_Lip Thin,Lip Thin,Vékony ajak
FacialFlexes,FacialFlex_Lip Width Lower,Lip Width Lower,Ajak szélessége (alsó)
FacialFlexes,FacialFlex_Lip Width Upper,Lip Width Upper,Ajak szélessége (felső)
FacialFlexes,FacialFlex_Mouth Depth,Mouth Depth,Száj mélysége
FacialFlexes,FacialFlex_Mouth Height,Mouth Height,Száj magassága
FacialFlexes,FacialFlex_Mouth Size,Mouth Size,Száj mérete
FacialFlexes,FacialFlex_Mouth Width,Mouth Width,Száj szélessége
FacialFlexes,FacialFlex_Nose Base Angle,Nose Base Angle,Orrtő szöge
FacialFlexes,FacialFlex_Nose Base Height,Nose Base Height,Orrtő magassága
FacialFlexes,FacialFlex_Nose Base Size,Nose Base Size,Orrtő mérete
FacialFlexes,FacialFlex_Nose Bridge Bump,Nose Bridge Bump,Orrnyereg dudora
FacialFlexes,FacialFlex_Nose Bridge Depth,Nose Bridge Depth,Orrnyereg mélysége
FacialFlexes,FacialFlex_Nose Bridge Size,Nose Bridge Size,Orrnyereg mérete
FacialFlexes,FacialFlex_Nose Bridge Slope,Nose Bridge Slope,Orrnyereg dőlése
FacialFlexes,FacialFlex_Nose Bridge Width,Nose Bridge Width,Orrnyereg szélessége
FacialFlexes,FacialFlex_Nose Septum Depth,Nose Septum Depth,Orrsövény mélysége
FacialFlexes,FacialFlex_Nose Septum Height,Nose Septum Height,Orrsövény magassága
FacialFlexes,FacialFlex_Nose Septum Width,Nose Septum Width,Orrsövény szélessége
FacialFlexes,FacialFlex_Nose Tip Depth,Nose Tip Depth,Orrhegy mélysége
FacialFlexes,FacialFlex_Nose Tip Height,Nose Tip Height,Orrhegy magassága
FacialFlexes,FacialFlex_Nose Tip Size,Nose Tip Size,Orrhegy mérete
FacialFlexes,FacialFlex_Nose Tip Width,Nose Tip Width,Orrhegy szélessége
FacialFlexes,FacialFlex_Nose Whole Depth,Nose Whole Depth,Orr teljes mélysége
FacialFlexes,FacialFlex_Nose Whole Size,Nose Whole Size,Orr teljes mérete
FacialFlexes,FacialFlex_Nose Whole Width,Nose Whole Width,Orr teljes szélessége
FacialFlexes,FacialFlex_Pain,Pain,Fájdalom
FacialFlexes,FacialFlex_Pleased,Pleased,Elégedett
FacialFlexes,FacialFlex_Pouty,Pouty,Duzzogó
FacialFlexes,FacialFlex_Rage,Rage,Düh
FacialFlexes,FacialFlex_Sad,Sad,Szomorú
FacialFlexes,FacialFlex_Sarcastic,Sarcastic,Szarkasztikus
FacialFlexes,FacialFlex_Scream,Scream,Sikoly
FacialFlexes,FacialFlex_Serious,Serious,Komoly
FacialFlexes,FacialFlex_Shock,Shock,Sokk
FacialFlexes,FacialFlex_Silly,Silly,Bolondos
FacialFlexes,FacialFlex_Smile Full Face,Smile Full Face,Mosoly (teljes arc)
FacialFlexes,FacialFlex_Smile Open Full Face,Smile Open Full Face,Nyílt mosoly (teljes arc)
FacialFlexes,FacialFlex_Snarl,Snarl,Morgás
FacialFlexes,FacialFlex_Surprised,Surprised,Meglepett
FacialFlexes,FacialFlex_Suspicious,Suspicious,Gyanús
FacialFlexes,FacialFlex_Tired,Tired,Fáradt
FacialFlexes,FacialFlex_Triumph,Triumph,Diadal
FacialFlexes,FacialFlex_Wink,Wink,Kacsintás
Feedback,Submit_Name_Placeholder,Discord#1234,Discord#1234
Feedback,Submit_Name_Label,Discord/Email/Name/Whatever (Optional),Discord/E-mail/Név/Bármi (Opcionális)
Feedback,Title,Feedback & Bugs,Hibavisszajelzés
Feedback,Submit_Message_Placeholder,I found a bug where ...,"Találtam egy hibát, ahol ..."
Feedback,List_Title,List,Lista
Feedback,Submit_Message_Label,Message,Üzenet
Feedback,Submit_PleaseSearch,Please use the search functionality first to see if someone else has reported your problem already.,"Kérlek, előbb használd a keresőt, hogy lásd, más már bejelentette-e a problémádat."
Feedback,List_Refresh_Button_Label,Refresh,Frissít
Feedback,List_Search_Placeholder,Search...,Keresés...
Feedback,Submit_SendSave_Label,Send Save File To Devs,Mentésfájl küldése a fejlesztőknek
Feedback,Submit_Button_Label,Submit,Elküldés
Feedback,Submit_Title,Submit,Elküldés
Feedback,Submit_PrivacyDisclosure,"We get whatever you enter above, as well as:\r\n\r\n• Your FPS (frames-per-second)\r\n• Your character's current location in the map\r\n• How many seconds the game has been running\r\n• If you are playing multiplayer or singleplayer","Megkapjuk, amit fent megadsz, valamint:\r\n\r\n• Az FPS-edet (képkocka/másodperc)\r\n• A karaktered jelenlegi helyét a térképen\r\n• Hány másodperce fut a játék\r\n• Hogy többjátékos vagy egyjátékos módban játszol-e"
FeedbackResponse,DeveloperResponse_Label,DEVELOPER RESPONSE,FEJLESZTŐI VÁLASZ
FelledTree,Tree_MineResource_Failed,There's nothing left to chop.,Nem maradt mit felvágni.
FelledTree,Tree_MineResource,You chopped {Count}x {Resource}.,Felvágtál {Count}× {Resource}-t.
FirearmEquippedItem,ItemBreak_Firearm,Your weapon broke.,A fegyvered eltört.
FirearmItem,Suicide_Confirm_Desc,Are you sure you want to take your own life? There's still time left.,"Biztos, hogy eldobod az életed? Még van idő."
FirearmItem,Firearm_Suicide,End Life,Élet befejezése
FirearmItem,ProjectileType,Fires,Lőszer
FirearmItem,RoundsCountLabel_Tooltip,"If the firearm has no rounds in it, it can't be used. Load it by dragging ammo onto it or equipping it and reloading.","Ha nincs töltény a lőfegyverben, nem használható. Töltsd meg úgy, hogy lőszert húzol rá, vagy felszereled és újratöltöd."
FirearmItem,LoadedAmmo,Loaded Ammo,Betöltött lőszer
FirearmItem,Suicide_Confirm_Title,Take Life,Élet kioltása
FirearmItem,Firearm_Suicide_Tooltip,Take your own life.,Vess véget az életednek.
FirearmItem,Firearm_Suicide_Broken,The weapon is broken.,A fegyver elromlott.
FirearmItem,Firearm_Suicide_NoBullets,There are no bullets loaded.,Nincs betöltve töltény.
FirearmItem,UnloadWeaponNotification_NoAmmo,There is no ammunition currently loaded.,Jelenleg nincs betöltve lőszer.
FirearmItem,UnloadFirearm_NoAmmo,There is nothing currently loaded.,Jelenleg nincs betöltve semmi.
FirearmItem,ProjectileType_Tooltip,Type of ammunition this weapon is chambered in.,"A lőszertípus, amelyre ez a fegyver kamrázva van."
FirearmItem,Unload,Unload,Kiürít
FirearmItem,UnloadWeaponNotification,You unload the firearm.,Kiüríted a lőfegyvert.
FirearmItem,RoundsCountLabel,"{Amount} {Amount}|plural(one=round,other=rounds)","{Amount} {Amount}|plural(one=töltény,other=töltény)"
FiredArrow,BowAndArrow_Arrow,Arrow,Nyílvessző
FiredArrow,Grab,Grab,Eltesz
FireworkActor,Firework_Fire,Ignite,Meggyújtás
FireworkActor,Firework_Fire_Subtitle,The firework has a 10-second fuse.,A tűzijátéknak 10 másodperces gyújtózsinórja van.
FireworkActor,Firework_Fire_Fired,This has already been ignited.,Ezt már meggyújtották.
FireworkActor,Firework_Fire_NoLighter,You need a lighter to ignite this.,Ehhez öngyújtó kell.
FishFoodItem,SmallBaitLabel,Bait Type,Csalitípus
FishFoodItem,FishCatchLocation_LakeChamplain,Lake Champlain,Lake Champlain
FishFoodItem,Fish_Length,Length,Hossz
FishFoodItem,FishCatchLocation_MuddyPonds,Muddy Ponds,Sáros tavacskák
FishFoodItem,FishCatchLocation_NorthernPonds,Northern Ponds,Északi tavacskák
FishFoodItem,FishCatchLocation_NorthernRivers,Northern Rivers,Északi folyók
FishFoodItem,FishCatchLocation_OtherLakes,Other Lakes,Egyéb tavak
FishFoodItem,FishCatchLocation_RiverMouths,River Mouths,Folyótorkolatok
FishFoodItem,SmallBaitValue,Small Fish Bait,Kis halcsali
FishFoodItem,FishCatchLocation_SouthernPonds,Southern Ponds,Déli tavacskák
FishFoodItem,FishCatchLocation_SouthernRivers,Southern Rivers,Déli folyók
FishFoodItem,FishCatchLocation_StreamsCreeks,Streams & Creeks,Patakok és erek
FishFoodItem,FishCatchLocation_Swamps,Swamps,Mocsarak
FishFoodItem,SmallBaitTooltip,This fish is usable as bait to catch other fish.,Ez a hal csaliként használható más halak fogásához.
FishFoodItem,FishCatchLocation_Underground,Underground,Föld alatt
FishFoodItem,FishCatchLocation_Underwater,Underwater,Víz alatt
FishFoodItem,Fish_Weight,Weight,Súly
FishingRodControlPanel,BaitSlotTooltip,Drag bait onto this to equip it on the fishing rod.,"Húzz rá csalit, hogy felakaszd a horogra."
FishingRodEquippedItem,Fishing_EmptyBait,You have no {ItemName} to fish with. Get some or change the bait type on the fishing rod.,"Nincs {ItemName}-d a horgászáshoz. Szerezz, vagy változtasd meg a csalitípust a horgászboton."
FishingRodEquippedItem,Fishing_NoBaitEquipped,You need bait selected on the fishing rod item to fish.,A horgászáshoz csalit kell kiválasztani a horgászboton.
FishingRodEquippedItem,Fishing_Failed,You retrieved the line. A fish has eaten the bait already.,Behúztad a zsinórt. Egy hal már megette a csalit.
FishingRodEquippedItem,Fishing_BaitRetrieved,You retrieved the {ItemName}.,Behúztad a(z) {ItemName}-t.
FishingRodItemPanel,BaitLabel,Bait Type To Use,Használandó csalitípus
FishingRodItemPanel,BaitInfo_Title,Fishing Bait,Horgászcsali
FishingRodItemPanel,BaitInfo_Body,"Specify a type of bait to use here. This isn't an actual item, just an item type.\r\n\r\nThe rod will pull this type of bait from your inventory when used.","Adj meg itt egy használandó csalitípust. Ez nem egy tényleges tárgy, csak egy tárgytípus.\r\n\r\nA bot használatkor ilyen típusú csalit húz elő a készletedből."
FishingRodItemPanel,BaitTooltip,You will use this type of bait when casting a line.,"Ezt a csalitípust használod, amikor bedobod a zsinórt."
FleaMedication,TakePillButtonLabel,Take Pill,Tabletta bevétele
FleaMedication,UseNotification,You feel your blood flowing.,"Érzed, ahogy a véred folyik."
Fluid,Fluid_DecayName,Decay,Állapot
Fluid,FluidDecay_50%,Dirty,Piszkos
Fluid,FluidDecay_75%,Filthy,Mocskos
Fluid,FluidDecay_25%,Impure,Szennyezett
Fluid,FluidDecay_0%,Pure,Tiszta
Fluid,FluidDecay_Max,Putrid,Poshadt
FluidAcceptor,NoContentsLabel,No contents,Nincs tartalom
FluidAcceptorUserWidget,NoContents,No Contents,Nincs tartalom
FluidContainerItem,Apply to Bite,Apply to Bite,Felvitel harapásra
FluidContainerItem,FluidContainer_DressWoundUseOption,Apply to Wound,Sebfertőtlenítés
FluidContainerItem,Capacity,Capacity,Kapacitás
FluidContainerItem,Cold,Cold,Hideg
FluidContainerItem,CantWashSelf_Frozen,Container contents are frozen.,A tároló tartalma megfagyott.
FluidContainerItem,CantWashSelf_NotEnoughWater,Container doesn't have enough fluid in it.,A tárolóban nincs elég folyadék.
FluidContainerItem,FluidContainer_CantDrinkBecauseContainerIsEmpty,Container is empty.,A tároló üres.
FluidContainerItem,FluidContainer_CantEmptyBecauseContainerIsEmpty,Container is empty.,A tároló üres.
FluidContainerItem,Contents,Contents,Tartalom
FluidContainerItem,FluidContainer_DrinkUseLabel,Drink,Ivás
FluidContainerItem,FluidContainer_EmptyContainerUseOption,Empty,Kiürít
FluidContainerItem,PourBetweenContainers_PromptBody,Enter an amount to transfer.,Add meg az átönteni kívánt mennyiséget.
FluidContainerItem,Extremely Cold,Extremely Cold,Rendkívül hideg
FluidContainerItem,Frozen,Frozen,Fagyott
FluidContainerItem,Heat,Heat,Hőmérséklet
FluidContainerItem,Hot,Hot,Forró
FluidContainerItem,FluidContainerHeat_Tooltip,"How hot the fluid is. Some hot fluids (like tea, coffee, or cocoa) may make you feel more comfortable.","Milyen forró a folyadék. Egyes forró folyadékok (mint a tea, kávé vagy kakaó) kényelmesebb közérzetet adhatnak."
FluidContainerItem,Contents_Tooltip,How much fluid is currently in the container.,Mennyi folyadék van jelenleg a tárolóban.
FluidContainerItem,Capacity_Tooltip,How much fluid the container can hold.,Mennyi folyadékot tud tárolni a tároló.
FluidContainerItem,Lukewarm,Lukewarm,Langyos
FluidContainerItem,PourContainer_UseOption,Pour into {WaterSourceName},Átöntés ide {WaterSourceName}
FluidContainerItem,FluidContainer_RefillContainerUseOption,Refill,Megtölt
FluidContainerItem,RefillContainer_UseOption,Refill from {WaterSourceName},Újratöltés innen: {WaterSourceName}
FluidContainerItem,FluidContainer_SmellFluidUseOption,Smell,Megszagol
FluidContainerItem,FluidDecay_HelpTooltip,Some fluids can decay or be unclean. Drinking these may cause medical problems.,Egyes folyadékok megromolhatnak vagy tisztátalanok lehetnek. Ezek fogyasztása egészségügyi problémákat okozhat.
FluidContainerItem,FluidContainer_Refill_TooHeavy,That would be too heavy for you to carry.,"Az túl nehéz lenne, hogy elbírd."
FluidContainerItem,PourContainer_Mismatch,The container contents can't mix.,A tároló tartalmai nem keverhetők.
FluidContainerItem,WettedTowel_BadFluid,The container doesn't have water in it.,A tárolóban nincs víz.
FluidContainerItem,WettedTowel_NoFluid,The container is empty.,A tároló üres.
FluidContainerItem,FluidContainerHeat_Frozen,The fluid is currently frozen solid.,A folyadék jelenleg keményre fagyott.
FluidContainerItem,PourBetweenContainers_Empty,The pouring container is empty.,A kiöntő tároló üres.
FluidContainerItem,PourBetweenContainers_NoSpace,There's no space in the receiving container to do that.,Nincs hely a fogadó tárolóban ehhez.
FluidContainerItem,PourBetweenContainers_PromptTitle,Transfer Fluid,Folyadék átvitele
FluidContainerItem,Warm,Warm,Meleg
FluidContainerItem,FluidContainerItem_WashSelf,Wash Self,Mosakodás
FluidContainerItem,ApplyToWound_Nothing,You apply this to your wound - it seems to do nothing..,"Felviszed a sebedre – úgy tűnik, nem csinál semmit.."
FluidContainerItem,ApplyToWound_Infect,"You apply this to your wound, infecting it.","Felviszed a sebedre, ezzel megfertőzve azt."
FluidContainerItem,ApplyToWound_Sanitize,"You apply this to your wound, sanitizing it.","Felviszed a sebedre, ezzel fertőtlenítve azt."
FluidContainerItem,CantApplyToWound_Frozen,You can't apply this - it is frozen.,Ezt nem viheted fel – megfagyott.
FluidContainerItem,CantDrink_Frozen,You can't drink this - it is frozen.,Ezt nem ihatod meg – megfagyott.
FluidContainerItem,FluidContainer_Refill_WrongFluid,You can't mix fluids.,Nem keverhetsz folyadékokat.
FluidContainerItem,PourBetweenContainers_CantMix,You can't mix fluids.,Nem keverhetsz folyadékokat.
FluidContainerItem,PourContainer_Full,You can't pour anything into this.,Ebbe nem tölthetsz semmit.
FluidContainerItem,WaterSource_WashSelf,You wash yourself in the {FluidType}.,Megmosakszol a(z) {FluidType}-ban.
FluidContainerItem,WettedTowel,You wet the {TowelName}.,Megnedvesíted a(z) {TowelName}-t.
FluidItemPromptWindowWidget,FluidItemPrompt_PourText,"Enter an amount to pour in {AmountUnit}. There's {Amount} in the {ItemName}, and room for {ReceivingAmount} in the target.","Add meg a kitöltendő mennyiséget ({AmountUnit}). A(z) {ItemName} {Amount}-t tartalmaz, a célban pedig {ReceivingAmount} fér el."
FluidItemPromptWindowWidget,FluidItemPrompt_PourText_NoLimit,Enter an amount to pour in {AmountUnit}. There's {Amount} in the {ItemName}.,Add meg a kitöltendő mennyiséget ({AmountUnit}). A(z) {ItemName} {Amount}-t tartalmaz.
FluidItemPromptWindowWidget,FluidItemPrompt_TakeText,"Enter an amount to take in {AmountUnit}. There's {FreeSpace} of space in the {ItemName}, and {ReceivingAmount} in the target.","Add meg az áttölteni kívánt mennyiséget ({AmountUnit}). A(z) {ItemName}-ben {FreeSpace} hely van, a célban pedig {ReceivingAmount}."
FluidItemPromptWindowWidget,FluidItemPrompt_TakeText_NoLimit,Enter an amount to take in {AmountUnit}. There's {FreeSpace} {AmountUnit} of space in the {ItemName}.,Add meg az áttölteni kívánt mennyiséget ({AmountUnit}). A(z) {ItemName}-ben {FreeSpace} {AmountUnit} hely van.
FluidPort,Description,An extension plug. Used to extend the range of wiring for fluids. You can wire things to and from this.,Egy hosszabbító. A folyadékvezetékek hatótávjának meghosszabbítására. Innen és ide is vezetékezhetsz.
FluidPort,1ECC03644C1CD0D6E136509C6554651C,Fluid Port,Folyadékport
FluidPort,A342A8D049155C33F033FD9A8166EBBA,Fluid Port,Folyadékport
FluidPort,C0FB89884285487841AE5099953EF6AB,Fluid Port,Folyadékport
FluidPort,Name,Fluid Port,Folyadékport
FluidPort,6D87E7A74362046CEAF55A8C6005A554,Gas Port,Gázport
FluidPort,929669CA4DD104C8C2E4AFAFBB200A10,Gas Port,Gázport
FluidPort,A0EA05004D546AE803220AB749220458,Gas Port,Gázport
FluidPort,D94E1200454287FDAA6A568192A32594,Gas Port,Gázport
Fluids,FL_AnabolicSteroid_Name,Anabolic Steroid,Anabolikus szteroid
Fluids,FL_Beer_Name,Beer,Sör
Fluids,FL_Bleach_Name,Bleach,Fehérítő
Fluids,FL_Blood_Name,Blood,Vér
Fluids,FL_Broth_Name,Broth,Alaplé
Fluids,FL_ChemicalCleaner_Name,Chemical Cleaner,Vegyi tisztítószer
Fluids,FL_Coffee_Name,Coffee,Kávé
Fluids,FL_ColdMedicine_Name,Cold Medicine,Megfázás elleni gyógyszer
Fluids,FL_CookingOil_Name,Cooking Oil,Étolaj
Fluids,FL_Diesel_DecayLabel,Degradation,Kopás
Fluids,FL_Diesel_Name,Diesel,Dízel
Fluids,FL_EngineOil_DecayLabel,Dirtiness,Koszosság
Fluids,FL_Water_DecayLabel,Dirtiness,Koszosság
Fluids,FL_EnergyDrink_Name,Energy Drink,Energiaital
Fluids,FL_EngineOil_Name,Engine Oil,Motorolaj
Fluids,FL_Insulin_DecayLabel,Expiration,Lejárat
Fluids,FL_Gasoline_Name,Gasoline,Benzin
Fluids,FL_Glue_Name,Glue,Ragasztó
Fluids,FL_HotChocolate_Name,Hot Chocolate,Forró csoki
Fluids,FL_HotSauce_Name,Hot Sauce,Csípős szósz
Fluids,FL_HydroxyaceticAcid_Name,Hydroxyacetic Acid,Hidroxiecetsav
Fluids,FL_Insulin_Name,Insulin,Inzulin
Fluids,FL_Isopropyl_Name,Isopropyl Alcohol,Izopropil-alkohol
Fluids,FL_Juice_Name,Juice,Gyümölcslé
Fluids,FL_Kerosene_Name,Kerosene,Petróleum
Fluids,FL_Ketchup_Name,Ketchup,Ketchup
Fluids,FL_Liquor_Name,Liquor,Likőr
Fluids,FL_Milk_Name,Milk,Tej
Fluids,FL_Ranch_Name,Ranch,Ranch öntet
Fluids,FL_RawSap_Name,Raw Syrup Sap,Nyers szirupnedv
Fluids,FL_Blood_DecayLabel,Rot,Rothadás
Fluids,FL_Broth_DecayLabel,Rot,Rothadás
Fluids,FL_Coffee_DecayLabel,Rot,Rothadás
Fluids,FL_HotChocolate_DecayLabel,Rot,Rothadás
Fluids,FL_Juice_DecayLabel,Rot,Rothadás
Fluids,FL_Ketchup_DecayLabel,Rot,Rothadás
Fluids,FL_Ranch_DecayLabel,Rot,Rothadás
Fluids,FL_Tea_DecayLabel,Rot,Rothadás
Fluids,FL_HydroxyaceticAcid_SmellText,Smells like acid.,Sav szaga van.
Fluids,FL_Liquor_SmellText,Smells like alcohol.,Alkohol szaga van.
Fluids,FL_Beer_SmellText,Smells like beer.,Sör szaga van.
Fluids,FL_Bleach_SmellText,Smells like bleach.,Fehérítő szaga van.
Fluids,FL_Blood_SmellText,Smells like blood.,Vér szaga van.
Fluids,FL_HotChocolate_SmellText,Smells like chocolate.,Csokoládé szaga van.
Fluids,FL_Coffee_SmellText,Smells like coffee.,Kávé szaga van.
Fluids,FL_ChemicalCleaner_SmellText,Smells like flowers.,Virágillat van.
Fluids,FL_Soap_SmellText,Smells like flowers.,Virágillat van.
Fluids,FL_Juice_SmellText,Smells like fruit.,Gyümölcs szaga van.
Fluids,FL_Diesel_SmellRottenText,Smells like fuel.,Üzemanyag szaga van.
Fluids,FL_Diesel_SmellText,Smells like fuel.,Üzemanyag szaga van.
Fluids,FL_Gasoline_SmellText,Smells like gasoline.,Benzin szaga van.
Fluids,FL_Glue_SmellText,Smells like glue.,Ragasztó szaga van.
Fluids,FL_Kerosene_SmellText,Smells like kerosene.,Petróleum szaga van.
Fluids,FL_Syrup_SmellText,Smells like maple syrup.,Juharszirup szaga van.
Fluids,FL_Milk_SmellText,Smells like milk.,Tej szaga van.
Fluids,FL_AnabolicSteroid_SmellText,Smells like nothing.,Nincs szaga.
Fluids,FL_HotChocolate_SmellRottenText,Smells like old chocolate.,Állott csokoládé szaga van.
Fluids,FL_Coffee_SmellRottenText,Smells like old coffee.,Állott kávé szaga van.
Fluids,FL_Tea_SmellRottenText,Smells like old tea.,Állott tea szaga van.
Fluids,FL_Ranch_SmellText,Smells like ranch.,Ranch öntet szaga van.
Fluids,FL_Blood_SmellRottenText,Smells like rotten blood.,Rothadt vér szaga van.
Fluids,FL_Juice_SmellRottenText,Smells like rotten fruit.,Rothadt gyümölcs szaga van.
Fluids,FL_Milk_SmellRottenText,Smells like rotten milk.,Rothadt tej szaga van.
Fluids,FL_ZombieHoney_SmellText,Smells like rotten pus.,Rothadt genny szaga van.
Fluids,FL_Broth_SmellRottenText,Smells like rotten vegetables.,Rothadt zöldség szaga van.
Fluids,FL_Ketchup_SmellRottenText,Smells like rotten vegetables.,Rothadt zöldség szaga van.
Fluids,FL_Ranch_SmellRottenText,Smells like rotten vegetables.,Rothadt zöldség szaga van.
Fluids,FL_Isopropyl_SmellRottenText,Smells like rubbing alcohol.,Fertőtlenítő alkohol szaga van.
Fluids,FL_Isopropyl_SmellText,Smells like rubbing alcohol.,Fertőtlenítő alkohol szaga van.
Fluids,FL_Broth_SmellText,Smells like soup.,Leves szaga van.
Fluids,FL_Tea_SmellText,Smells like tea.,Tea szaga van.
Fluids,FL_Ketchup_SmellText,Smells like tomatoes.,Paradicsom szaga van.
Fluids,FL_Wine_SmellText,Smells like wine.,Bor szaga van.
Fluids,FL_ColdMedicine_SmellText,Smells medicinal.,Gyógyszerszaga van.
Fluids,FL_Insulin_SmellText,Smells slightly sweet.,Enyhén édeskés szaga van.
Fluids,FL_RawSap_SmellText,Smells slightly sweet.,Enyhén édeskés szaga van.
Fluids,FL_RawSap_SmellRottenText,Smells sour.,Savanyú szaga van.
Fluids,FL_Syrup_SmellRottenText,Smells sour.,Savanyú szaga van.
